filepath,label,label_id,is_augmented
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_685.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Calculus\(677).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\(10).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1753).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1144).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1097).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_102.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3446.jpeg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\103.jpg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3838.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_2067.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(603).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1767).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(275).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_6396.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Hypodontia\(982).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Calculus\(1248).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(1115).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(418).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_4320.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_7466.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_7832.jpeg,Caries,0,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\479.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\218.jpg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_6654.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Hypodontia\(1134).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_481.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(1485).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(2232).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(99).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(1779).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_9542.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(724).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_2020.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_1008.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Hypodontia\(383).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Hypodontia\(1240).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(354).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_4931.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_7204.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(2130).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_7532.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Calculus\(805).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(1378).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_660.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\original\105.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Calculus\(623).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(61).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\original\225.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Gingivitis\(1101).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(2000).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(2255).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1266.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Calculus\(365).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(499).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_3663.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Gingivitis\(1257).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4824.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Caries\original\192.jpg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_2409.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(22).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\355.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Hypodontia\(848).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_432.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Hypodontia\(1002).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4402.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(1321).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_7874.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_4681.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Gingivitis\(286).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\210.jpg,Caries,0,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_9334.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_196.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Gingivitis\(706).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1799).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\(127).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\146.jpg,Caries,0,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_6696.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Hypodontia\(1243).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_3757.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Caries\original\205.jpg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4400.jpeg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\485.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4084.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Calculus\(1239).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Hypodontia\(10).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\465.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\149.jpg,Caries,0,0
C:\lab-hackathon\dataset\Caries\original\207.jpg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\214.jpg,Caries,0,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_7285.jpeg,Caries,0,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4009.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_5807.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(545).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(1734).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\18.jpg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(1110)(1).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4982.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_9052.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_9945.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\315.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\(74).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_5348.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Calculus\(46).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_4274.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_884.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_2259.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Hypodontia\(263).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_1987.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Hypodontia\(28).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(1202).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(735).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_7545.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_3580.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1829.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_9683.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_7673.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_3341.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(1045).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4749.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(884).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(2240).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_281.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(2152).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\15.jpg,Caries,0,0
C:\lab-hackathon\dataset\Calculus\(468).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1020.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Calculus\(844).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Hypodontia\(106).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_5987.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(414).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_4558.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Hypodontia\(1076).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(1348).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(190).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Calculus\(1080).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(231).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(1885).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1117)(1).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(2036).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_9703.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\165.jpg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(860).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(749).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\23.jpg,Caries,0,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_7021.jpeg,Caries,0,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\418.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\323.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Tooth Discoloration\original\1.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_5228.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Calculus\(556).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_424.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(2170).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(930).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_9202.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(2200).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(1010).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3272.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(753).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(1009).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_7984.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_8661.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(1164).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(127).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_756.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_5994.jpeg,Caries,0,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_562.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_7939.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_2516.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Caries\original\23.jpg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_4099.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\original\33.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_9413.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Gingivitis\(1388).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\321.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Calculus\(340).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(1075).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_757.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_9747.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Hypodontia\(891).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_911.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(107).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(286).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_7005.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3349.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_920.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_2636.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_8235.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_5006.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_136.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Gingivitis\(2190).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(716).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\(215).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_8413.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_2092.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_3792.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Calculus\(689).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Hypodontia\(1173).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(274).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\436.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_5643.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Gingivitis\(1546).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_3878.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Hypodontia\(36).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Tooth Discoloration\original\127.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\67.jpg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\466.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Gingivitis\(1517).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(776).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_4036.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(193).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Hypodontia\(620).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_558.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Tooth Discoloration\original\26.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_4599.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(1168).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_716.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(815).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(929).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_7265.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_2439.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_1901.jpeg,Caries,0,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\112.jpg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\514.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1519.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_5803.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\(11).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_2844.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(1200).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(894).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(27).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_6496.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(1932).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\454.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_3977.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(896).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_7038.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_4232.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(1548).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(1224).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(1968).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(320).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_5939.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(1347).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(426).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\614.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Gingivitis\(2274).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1309).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_7840.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\217.jpg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_5050.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Calculus\(1232).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(19).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_848.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_6986.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(2046).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_2598.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Hypodontia\(868).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4917.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(178).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3613.jpeg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\638.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\421.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_8435.jpeg,Caries,0,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\509.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_5797.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_6889.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(620).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_9574.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(44).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(2095).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(2247).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1315.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\232.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_4248.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_8028.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\298.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Calculus\(1130).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_3102.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Gingivitis\(845).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(430).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(629).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Calculus\(760).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_5496.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Caries\original\40.jpg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\original\148.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Gingivitis\(2287).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_2565.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(518).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(374).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_5527.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(808).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(1346).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(846).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(170).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\264.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_6778.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_5798.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4580.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Calculus\(1105).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_7332.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_5329.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(1279).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(41).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\156.jpg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(94).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Tooth Discoloration\original\35.jpg,Tooth Discoloration,3,0
